SITE_ID,Project_name,sys_sample_code,chemical_name,sample_date,cas_rn,fraction,result_value,result_unit,method_detection_limit,detection_limit_unit,quantitation_limit,lab_qualifiers,validator_qualifiers,interpreted_qualifiers,sample_delivery_group,qaqc_date,SH_LATITUDE,SH_LONGITUDE,SH_WQ_STANDARD,SH_PWL_ID
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,"NITROGEN, NITRATE (AS N)",7/10/2018,14797-55-8,total,0.19,mg/l,NA,mg/l,0.01,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,"NITROGEN, NITRITE",7/10/2018,14797-65-0,total,,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,"PHOSPHORUS, TOTAL (AS P)",7/10/2018,7723-14-0,total,0.10,mg/l,0.002,mg/l,0.005,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,Silver,7/10/2018,7440-22-4,total,,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/10/2018,TDS,total,227.00,mg/l,4,mg/l,10,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,TURBIDITY,7/10/2018,TURB,total,15.10,ntu,0.06,ntu,0.1,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,Zinc,7/10/2018,7440-66-6,total,4.00,ug/l,2.5,ug/l,5,J,R,estimated value due to lab error ; Equipment Blank error,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,"ALKALINITY, TOTAL (AS CaCO3)",8/15/2018,ALK,total,76.00,mg/l,1,mg/l,2,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,Aluminum,8/15/2018,7429-90-5,total,391.00,ug/l,11.5,ug/l,50,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,Arsenic,8/15/2018,7440-38-2,total,1.40,ug/l,0.39,ug/l,1,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,Cadmium,8/15/2018,7440-43-9,total,0.58,ug/l,0.064,ug/l,1,J,J,estimated value due to lab error,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,Calcium,8/15/2018,7440-70-2,total,27700.00,ug/l,110,ug/l,1000,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,CHLORIDE (AS CL),8/15/2018,16887-00-6,total,29.90,mg/l,0.2,mg/l,2,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,Chlorophyll A,8/15/2018,479-61-8,total,1.00,ug/l,NA,ug/l,0.08,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,Copper,8/15/2018,7440-50-8,total,3.10,ug/l,0.66,ug/l,1,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,HARDNESS (AS CACO3),8/15/2018,HARD,total,90.50,mg/l,NA,mg/l,6.62,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,Iron,8/15/2018,7439-89-6,total,1030.00,ug/l,13,ug/l,100,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,Lead,8/15/2018,7439-92-1,total,1.70,ug/l,0.067,ug/l,1,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,Magnesium,8/15/2018,7439-95-4,total,5160.00,ug/l,29,ug/l,1000,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,Nickel,8/15/2018,7440-02-0,total,1.90,ug/l,0.26,ug/l,1,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,0.21,mg/l,7.00E-04,mg/l,0.002,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,Nitrogen,8/15/2018,KN,total,1.05,mg/l,NA,mg/l,0.1,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.02,mg/l,8.00E-04,mg/l,0.005,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,0.84,mg/l,0.08,mg/l,0.1,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,"NITROGEN, NITRATE (AS N)",8/15/2018,14797-55-8,total,0.21,mg/l,NA,mg/l,0.01,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,"NITROGEN, NITRITE",8/15/2018,14797-65-0,total,,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,"PHOSPHORUS, TOTAL (AS P)",8/15/2018,7723-14-0,total,0.13,mg/l,0.01,mg/l,0.025,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,Silver,8/15/2018,7440-22-4,total,,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",8/15/2018,TDS,total,167.00,mg/l,4,mg/l,10,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,TURBIDITY,8/15/2018,TURB,total,7.92,ntu,0.06,ntu,0.1,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,Zinc,8/15/2018,7440-66-6,total,8.80,ug/l,2.5,ug/l,5,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,"ALKALINITY, TOTAL (AS CaCO3)",9/6/2018,ALK,total,127.00,mg/l,1,mg/l,2,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,Aluminum,9/6/2018,7429-90-5,total,396.00,ug/l,23,ug/l,100,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,Arsenic,9/6/2018,7440-38-2,total,1.70,ug/l,0.39,ug/l,1,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,Cadmium,9/6/2018,7440-43-9,total,,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,Calcium,9/6/2018,7440-70-2,total,51200.00,ug/l,110,ug/l,1000,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,CHLORIDE (AS CL),9/6/2018,16887-00-6,total,60.10,mg/l,0.3,mg/l,4,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,Chlorophyll A,9/6/2018,479-61-8,total,12.00,ug/l,NA,ug/l,0.53,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,Copper,9/6/2018,7440-50-8,total,1.90,ug/l,0.66,ug/l,1,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,HARDNESS (AS CACO3),9/6/2018,HARD,total,166.00,mg/l,NA,mg/l,6.62,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,Iron,9/6/2018,7439-89-6,total,765.00,ug/l,13,ug/l,100,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,Lead,9/6/2018,7439-92-1,total,0.82,ug/l,0.067,ug/l,1,J,J,estimated value due to lab error,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,Magnesium,9/6/2018,7439-95-4,total,9160.00,ug/l,29,ug/l,1000,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,Nickel,9/6/2018,7440-02-0,total,1.50,ug/l,0.26,ug/l,1,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,Nitrate+Nitrite as Nitrogen,9/6/2018,NO3NO2N,total,0.32,mg/l,7.00E-04,mg/l,0.002,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,Nitrogen,9/6/2018,KN,total,1.01,mg/l,NA,mg/l,0.1,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,"Nitrogen, ammonia (As N)",9/6/2018,7664-41-7,total,0.04,mg/l,8.00E-04,mg/l,0.005,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,"NITROGEN, KJELDAHL, TOTAL",9/6/2018,KN,total,0.69,mg/l,0.08,mg/l,0.1,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,"NITROGEN, NITRATE (AS N)",9/6/2018,14797-55-8,total,0.32,mg/l,NA,mg/l,0.01,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,"NITROGEN, NITRITE",9/6/2018,14797-65-0,total,,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,"PHOSPHORUS, TOTAL (AS P)",9/6/2018,7723-14-0,total,0.10,mg/l,0.002,mg/l,0.005,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,Silver,9/6/2018,7440-22-4,total,,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",9/6/2018,TDS,total,281.00,mg/l,4,mg/l,10,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,TURBIDITY,9/6/2018,TURB,total,8.72,ntu,0.06,ntu,0.1,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,Zinc,9/6/2018,7440-66-6,total,2.80,ug/l,2.5,ug/l,5,J,J,estimated value due to lab error,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,"ALKALINITY, TOTAL (AS CaCO3)",10/2/2018,ALK,total,66.40,mg/l,1,mg/l,2,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,Aluminum,10/2/2018,7429-90-5,total,194.00,ug/l,2.3,ug/l,10,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,Arsenic,10/2/2018,7440-38-2,total,0.74,ug/l,0.39,ug/l,1,J,J,estimated value due to lab error,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,Cadmium,10/2/2018,7440-43-9,total,,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,Calcium,10/2/2018,7440-70-2,total,25400.00,ug/l,110,ug/l,1000,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,CHLORIDE (AS CL),10/2/2018,16887-00-6,total,30.20,mg/l,0.2,mg/l,2,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,Chlorophyll A,10/2/2018,479-61-8,total,0.92,ug/l,NA,ug/l,0.08,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,Copper,10/2/2018,7440-50-8,total,1.80,ug/l,0.66,ug/l,1,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,HARDNESS (AS CACO3),10/2/2018,HARD,total,82.40,mg/l,NA,mg/l,6.62,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,Iron,10/2/2018,7439-89-6,total,494.00,ug/l,13,ug/l,100,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,Lead,10/2/2018,7439-92-1,total,0.43,ug/l,0.067,ug/l,1,J,J,estimated value due to lab error,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,Magnesium,10/2/2018,7439-95-4,total,4630.00,ug/l,29,ug/l,1000,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,Nickel,10/2/2018,7440-02-0,total,0.91,ug/l,0.26,ug/l,1,J,J,estimated value due to lab error,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,Nitrate+Nitrite as Nitrogen,10/2/2018,NO3NO2N,total,0.21,mg/l,7.00E-04,mg/l,0.002,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,Nitrogen,10/2/2018,KN,total,0.87,mg/l,NA,mg/l,0.1,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,"Nitrogen, ammonia (As N)",10/2/2018,7664-41-7,total,0.01,mg/l,8.00E-04,mg/l,0.005,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,"NITROGEN, KJELDAHL, TOTAL",10/2/2018,KN,total,0.67,mg/l,0.08,mg/l,0.1,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
13-DWAR-2.0,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,"NITROGEN, NITRATE (AS N)",10/2/2018,14797-55-8,total,0.21,mg/l,NA,mg/l,0.01,,A,,NA,NA,41.62444,-74.19945,C,1306-0062
